ts,open,high,low,close,vol
1782247800000,62401.2,62442.0,62344.2,62377.8,163.179
1782248100000,62377.7,62450.0,62377.7,62439.8,169.565
1782248400000,62439.9,62587.6,62439.9,62534.3,383.432
1782248700000,62534.3,62561.3,62491.5,62499.5,177.711
1782249000000,62499.6,62506.2,62460.6,62488.6,110.323
1782249300000,62488.5,62521.7,62434.9,62453.1,250.43
1782249600000,62453.2,62503.6,62450.3,62503.5,78.091
1782249900000,62503.5,62544.9,62487.4,62543.4,124.655
1782250200000,62543.4,62554.6,62523.4,62528.9,79.942
1782250500000,62528.9,62560.0,62523.4,62547.5,198.355
1782250800000,62547.4,62606.0,62530.4,62592.1,245.572
1782251100000,62592.0,62629.5,62585.0,62592.9,145.447
1782251400000,62592.8,62629.9,62571.9,62572.0,182.146
1782251700000,62572.0,62589.3,62550.0,62563.1,134.308
1782252000000,62563.1,62644.9,62553.0,62621.5,295.963
1782252300000,62621.5,62712.9,62606.6,62688.9,402.306
1782252600000,62688.9,62746.4,62671.2,62714.5,323.856
1782252900000,62714.4,62749.9,62686.1,62686.1,184.891
1782253200000,62686.1,62699.9,62526.5,62555.3,460.501
1782253500000,62555.4,62590.0,62526.3,62581.6,199.211
1782253800000,62581.7,62599.0,62533.3,62536.3,133.574
1782254100000,62536.4,62563.0,62501.1,62540.0,205.256
1782254400000,62540.0,62554.8,62515.7,62515.7,157.283
1782254700000,62515.7,62552.9,62508.5,62512.1,118.221
1782255000000,62512.1,62536.3,62488.1,62532.2,222.047
1782255300000,62532.3,62589.7,62528.0,62560.1,103.724
1782255600000,62560.1,62583.0,62463.7,62531.9,200.463
1782255900000,62532.0,62533.5,62473.0,62481.8,165.583
1782256200000,62481.9,62538.5,62478.7,62485.9,108.903
1782256500000,62486.0,62558.2,62486.0,62547.3,189.781
1782256800000,62547.2,62625.3,62521.1,62620.5,164.942
1782257100000,62620.6,62657.9,62607.0,62630.7,149.487
1782257400000,62630.8,62647.0,62608.0,62633.5,145.485
1782257700000,62633.4,62640.8,62562.4,62562.4,155.834
1782258000000,62562.4,62597.9,62562.4,62585.9,76.529
1782258300000,62585.8,62770.6,62579.8,62696.5,327.268
1782258600000,62696.5,62718.0,62677.8,62684.4,131.243
1782258900000,62684.4,62717.1,62684.3,62696.7,83.269
1782259200000,62696.7,62785.4,62696.7,62721.1,279.485
1782259500000,62721.1,62890.0,62700.2,62829.9,850.906
1782259800000,62830.0,62870.0,62781.0,62862.5,429.95
1782260100000,62862.6,62893.1,62811.0,62869.9,328.082
1782260400000,62869.8,62869.9,62790.0,62808.6,229.932
1782260700000,62808.6,62854.2,62781.2,62819.3,158.328
1782261000000,62819.3,62838.4,62762.8,62823.4,269.616
1782261300000,62823.4,62999.9,62823.4,62986.8,890.907
1782261600000,62986.8,62998.5,62920.0,62925.0,364.878
1782261900000,62925.0,62967.2,62866.8,62959.9,227.558
1782262200000,62960.0,62999.9,62930.0,62954.6,226.113
1782262500000,62954.6,62982.1,62904.0,62982.1,253.848
1782262800000,62982.1,62994.6,62871.7,62876.9,312.834
1782263100000,62876.9,62912.0,62815.1,62897.3,408.588
1782263400000,62897.3,62967.2,62882.5,62950.0,284.586
1782263700000,62950.0,62950.1,62737.0,62770.7,460.736
1782264000000,62770.8,62905.9,62753.3,62873.3,209.088
1782264300000,62873.2,62910.0,62847.0,62883.1,151.641
1782264600000,62883.2,63090.9,62881.8,63052.7,915.164
1782264900000,63052.8,63088.8,63004.0,63020.9,273.76
1782265200000,63020.9,63027.6,62900.0,62916.5,301.644
1782265500000,62916.6,62968.0,62911.9,62935.0,114.542
1782265800000,62935.0,62997.6,62927.2,62981.1,187.577
1782266100000,62981.0,62984.1,62899.0,62904.6,157.308
1782266400000,62904.6,62994.6,62820.0,62829.8,497.625
1782266700000,62829.8,62863.2,62776.0,62843.5,480.026
1782267000000,62843.5,62865.7,62819.9,62845.5,322.384
1782267300000,62845.6,62845.6,62739.7,62739.7,209.19
1782267600000,62739.8,62739.8,62641.2,62671.0,476.222
1782267900000,62671.0,62742.2,62670.9,62733.5,207.913
1782268200000,62733.4,62756.4,62672.9,62694.9,172.187
