ts,open,high,low,close,vol
1781971200000,64139.4,64150.0,63948.0,63973.9,1476.484
1781972100000,63973.9,64077.0,63953.8,63966.7,1386.444
1781973000000,63966.7,64037.9,63875.0,63974.4,1039.188
1781973900000,63974.4,64019.6,63934.8,63999.9,529.516
1781974800000,63999.9,63999.9,63855.4,63925.9,700.62
1781975700000,63925.9,63963.0,63841.4,63962.9,806.517
1781976600000,63962.9,64015.0,63661.9,63828.1,3158.113
1781977500000,63828.0,63864.9,63781.0,63810.7,450.975
1781978400000,63810.8,63899.0,63759.7,63796.4,636.898
1781979300000,63796.4,63854.4,63796.4,63835.8,328.606
1781980200000,63835.8,63859.0,63750.3,63788.1,326.747
1781981100000,63788.1,63813.5,63750.6,63776.4,359.398
1781982000000,63776.3,63893.7,63764.2,63868.2,560.74
1781982900000,63868.2,63899.0,63814.8,63835.5,501.967
1781983800000,63835.5,63940.3,63808.1,63907.9,532.186
1781984700000,63907.9,63919.1,63885.3,63905.5,207.845
1781985600000,63905.5,63945.0,63885.6,63932.6,299.649
1781986500000,63932.5,63944.5,63870.3,63880.9,283.104
1781987400000,63880.9,63890.0,63820.0,63847.4,185.79
1781988300000,63847.4,63908.1,63844.3,63899.4,189.49
1781989200000,63899.4,64029.9,63891.7,63956.7,592.992
1781990100000,63956.6,63969.5,63888.2,63902.8,327.63
1781991000000,63902.9,64020.0,63886.6,63999.9,363.028
1781991900000,64000.0,64066.6,63959.3,63983.0,396.214
1781992800000,63983.0,64143.4,63943.6,64108.4,713.628
1781993700000,64108.4,64306.9,64041.3,64272.9,1129.046
1781994600000,64272.9,64326.0,64217.6,64252.6,890.401
1781995500000,64252.5,64297.8,64224.1,64245.9,492.873
1781996400000,64245.9,64277.6,64219.7,64225.9,597.065
1781997300000,64225.9,64292.9,64225.9,64240.0,356.59
1781998200000,64240.0,64310.3,64230.0,64305.6,409.77
1781999100000,64305.5,64317.6,64250.0,64270.0,368.896
1782000000000,64270.1,64277.8,64217.6,64235.0,547.686
1782000900000,64235.1,64286.0,64217.6,64238.6,924.926
1782001800000,64238.6,64303.0,64217.6,64264.9,451.648
1782002700000,64264.9,64290.0,64220.5,64264.3,486.252
1782003600000,64264.3,64295.8,64217.6,64224.3,393.921
1782004500000,64224.4,64230.6,64217.6,64218.5,225.259
1782005400000,64218.6,64266.5,64199.0,64227.4,1814.014
1782006300000,64227.4,64297.0,64213.5,64221.3,443.308
1782007200000,64221.3,64236.0,64199.0,64235.9,413.396
1782008100000,64235.9,64235.9,64199.0,64208.1,512.753
1782009000000,64208.1,64244.7,64199.0,64216.4,361.33
1782009900000,64216.4,64251.2,64216.4,64219.5,158.916
1782010800000,64219.5,64276.3,64207.0,64276.2,294.954
1782011700000,64276.3,64450.0,64250.3,64323.5,1963.471
1782012600000,64323.5,64436.2,64270.0,64417.2,934.011
1782013500000,64417.2,64417.2,64374.5,64398.8,439.695
1782014400000,64398.8,64404.0,64348.4,64374.8,533.87
1782015300000,64374.8,64562.5,64374.8,64500.1,1724.702
1782016200000,64500.2,64568.0,64456.1,64456.1,862.453
1782017100000,64456.1,64456.2,64223.3,64252.7,1301.631
1782018000000,64252.6,64278.8,64200.0,64205.1,765.519
1782018900000,64205.1,64275.6,64199.0,64271.2,805.792
1782019800000,64271.2,64339.7,64256.5,64269.6,520.154
1782020700000,64269.6,64269.7,64202.7,64226.5,582.215
1782021600000,64226.6,64231.6,64168.7,64186.1,788.43
1782022500000,64186.1,64278.3,64180.0,64253.4,611.773
1782023400000,64253.5,64300.0,64223.9,64283.2,256.206
1782024300000,64283.1,64295.3,64260.0,64270.0,217.599
1782025200000,64269.9,64270.0,64217.4,64222.7,324.38
1782026100000,64222.6,64240.0,64143.2,64147.4,1536.746
1782027000000,64147.4,64222.8,64143.2,64222.8,795.77
1782027900000,64222.7,64233.3,64147.8,64170.1,538.729
1782028800000,64170.0,64204.8,64088.3,64098.4,1560.169
1782029700000,64098.3,64100.0,64018.2,64022.5,935.97
1782030600000,64022.6,64044.8,63871.3,63960.0,1649.495
1782031500000,63960.0,63988.0,63894.5,63987.9,1026.802
1782032400000,63987.9,63998.0,63934.9,63945.2,844.451
1782033300000,63945.2,64066.7,63928.4,64020.1,788.683
1782034200000,64020.2,64224.5,64020.2,64115.1,1244.49
1782035100000,64115.0,64209.8,64085.6,64189.8,991.02
1782036000000,64189.8,64264.0,64175.5,64249.7,966.937
1782036900000,64249.6,64364.3,64216.2,64277.9,1044.078
1782037800000,64277.9,64363.2,64270.0,64317.4,513.896
1782038700000,64317.4,64384.0,64287.6,64338.9,1487.689
1782039600000,64339.0,64453.3,64305.7,64386.3,1202.775
1782040500000,64386.3,64386.3,64077.3,64355.5,1693.807
1782041400000,64355.5,64377.3,64200.0,64262.3,788.852
1782042300000,64262.2,64262.3,64080.0,64149.9,1036.075
1782043200000,64149.8,64208.7,64025.6,64052.6,849.279
1782044100000,64052.5,64083.0,63956.8,63985.9,1528.071
1782045000000,63985.9,64064.3,63916.0,64022.6,1172.465
1782045900000,64022.5,64197.3,64016.0,64161.1,1098.36
1782046800000,64161.1,64161.1,64078.6,64090.0,663.667
1782047700000,64090.1,64157.7,64090.0,64136.2,424.875
1782048600000,64136.2,64140.0,63981.2,64020.1,840.422
1782049500000,64020.1,64123.9,64014.6,64123.2,595.65
1782050400000,64123.2,64128.3,64028.6,64046.3,513.75
1782051300000,64046.3,64065.2,63978.0,64009.2,447.429
1782052200000,64009.1,64063.6,63969.7,64028.1,394.919
1782053100000,64028.2,64123.8,63981.5,64120.0,433.693
1782054000000,64120.0,64273.6,64081.5,64174.8,1119.689
1782054900000,64174.8,64250.0,64154.5,64227.5,421.836
1782055800000,64227.4,64337.3,64166.0,64268.8,1020.793
1782056700000,64268.8,64286.9,64190.9,64200.3,368.756
1782057600000,64200.2,64225.5,64074.3,64118.9,905.334
1782058500000,64118.9,64231.6,64087.5,64159.9,506.62
1782059400000,64159.8,64170.6,64013.0,64084.0,818.606
1782060300000,64084.0,64188.0,64078.4,64122.3,366.936
1782061200000,64122.2,64197.1,64089.5,64179.9,373.201
1782062100000,64180.0,64184.8,64075.6,64075.6,198.655
1782063000000,64075.6,64107.5,64046.4,64100.9,430.972
1782063900000,64101.0,64163.6,64100.9,64114.6,336.966
1782064800000,64114.6,64133.8,63907.4,63979.4,1029.11
1782065700000,63979.4,64037.1,63975.0,64014.4,257.192
1782066600000,64014.4,64221.0,64006.9,64153.2,783.887
1782067500000,64153.3,64188.0,64109.9,64180.0,449.442
1782068400000,64180.1,64284.9,64135.1,64187.0,646.111
1782069300000,64187.0,64214.7,64165.7,64195.1,163.58
1782070200000,64195.1,64214.9,64145.1,64185.6,206.963
1782071100000,64185.7,64204.2,64150.4,64173.6,189.539
1782072000000,64173.7,64243.4,64103.8,64139.6,447.253
1782072900000,64139.6,64142.5,64030.0,64088.5,320.328
1782073800000,64088.6,64106.9,63933.6,63949.9,579.493
1782074700000,63949.8,63954.7,63641.3,63824.8,3437.541
1782075600000,63824.8,63849.8,63492.9,63601.6,2883.357
1782076500000,63601.6,63762.1,63475.3,63668.1,2263.773
1782077400000,63668.1,63950.0,63668.1,63864.0,1362.888
1782078300000,63864.0,63904.4,63745.1,63778.2,710.199
1782079200000,63778.1,63832.8,63543.0,63608.9,1767.982
1782080100000,63609.0,63762.9,63606.3,63701.0,1486.252
1782081000000,63700.8,63700.8,63552.4,63648.7,987.831
1782081900000,63648.7,63840.0,63633.0,63775.3,774.968
1782082800000,63775.3,63775.3,63590.2,63681.7,906.747
1782083700000,63681.8,63771.5,63595.1,63604.1,1052.905
1782084600000,63604.1,63631.8,63264.1,63295.1,4626.994
1782085500000,63295.1,63362.0,63220.0,63287.1,1510.099
1782086400000,63287.2,63569.4,63286.2,63482.4,2098.213
1782087300000,63482.3,63737.8,63471.7,63698.9,1754.245
1782088200000,63699.0,64076.0,63667.1,63884.1,2934.998
1782089100000,63884.0,63978.5,63702.2,63867.2,1536.912
1782090000000,63867.3,64030.4,63818.0,63864.7,1643.477
1782090900000,63864.7,64788.0,63864.7,64618.4,8340.831
1782091800000,64618.4,64688.0,64338.7,64487.6,4195.025
1782092700000,64487.6,64666.6,64446.7,64574.5,1932.82
1782093600000,64574.5,64643.7,64458.4,64519.9,1449.622
1782094500000,64520.0,64615.9,64477.0,64510.2,814.461
1782095400000,64510.1,64555.0,64433.0,64460.2,531.428
1782096300000,64460.1,64470.0,64213.8,64226.5,1890.894
1782097200000,64226.5,64228.5,63857.1,64017.1,3831.45
1782098100000,64017.0,64434.6,64017.0,64255.1,1980.73
1782099000000,64255.1,64412.4,64130.0,64147.7,939.102
1782099900000,64147.7,64180.0,63881.2,63935.1,2087.355
1782100800000,63935.1,63985.1,63833.4,63935.2,1462.837
1782101700000,63935.1,63999.0,63866.5,63935.5,895.02
1782102600000,63935.4,64031.2,63920.0,63925.2,815.499
1782103500000,63925.1,64085.4,63921.2,64063.6,814.13
1782104400000,64063.5,64263.0,64050.6,64253.8,1245.213
1782105300000,64253.7,64254.9,64173.0,64209.3,754.266
1782106200000,64209.4,64311.8,64143.5,64236.4,1020.579
1782107100000,64236.4,64238.8,64149.0,64219.5,554.052
1782108000000,64219.5,64299.0,64113.0,64190.6,723.914
1782108900000,64190.6,64205.1,64046.8,64093.9,641.893
1782109800000,64093.9,64123.1,63967.4,63977.3,753.737
1782110700000,63977.2,64021.3,63912.8,63960.7,754.013
1782111600000,63960.6,64230.1,63931.0,64184.8,1145.047
1782112500000,64184.7,64278.7,64170.5,64232.5,1003.48
1782113400000,64232.5,64384.3,64215.4,64228.2,1379.517
1782114300000,64228.3,64248.9,64137.1,64187.9,780.305
1782115200000,64188.0,64295.6,64080.0,64295.5,1010.068
1782116100000,64295.5,64332.4,64163.9,64168.8,535.76
1782117000000,64168.7,64242.8,64014.9,64235.4,914.012
1782117900000,64235.3,64265.0,64071.4,64133.8,623.224
1782118800000,64133.9,64232.5,64115.0,64157.9,389.05
1782119700000,64157.9,64174.0,64066.0,64086.7,383.977
1782120600000,64086.7,64160.9,64019.0,64094.8,633.055
1782121500000,64094.7,64119.2,64059.3,64114.8,354.059
1782122400000,64114.7,64250.0,64095.8,64186.9,536.793
1782123300000,64186.9,64215.1,64115.8,64148.9,332.705
1782124200000,64148.9,64184.2,64044.1,64055.1,370.762
1782125100000,64055.1,64147.7,64055.1,64109.8,328.338
1782126000000,64109.9,64382.6,64064.5,64280.4,1800.61
1782126900000,64280.4,64447.9,64197.5,64337.1,2035.597
1782127800000,64337.1,64732.5,64337.1,64592.2,3922.674
1782128700000,64592.2,64750.0,64542.0,64624.3,1771.917
1782129600000,64624.2,64880.0,64545.7,64719.9,4528.404
1782130500000,64719.9,64957.9,64661.5,64920.0,2658.281
1782131400000,64919.9,65152.4,64805.9,65030.7,4720.555
1782132300000,65030.6,65199.0,64955.1,65120.1,2793.474
1782133200000,65120.0,65175.0,65001.7,65113.0,2347.855
1782134100000,65113.1,65132.2,64915.6,64966.8,1749.797
1782135000000,64966.9,65454.6,64944.8,65373.7,6340.214
1782135900000,65373.7,65565.7,65333.0,65548.0,4790.966
1782136800000,65547.9,65597.2,65250.0,65269.9,3955.138
1782137700000,65270.0,65278.4,64937.5,64937.5,3874.616
1782138600000,64937.6,65050.1,64820.6,64880.1,4779.386
1782139500000,64880.1,65021.9,64802.3,64943.0,2331.887
1782140400000,64943.1,65117.2,64880.0,65050.7,1571.135
1782141300000,65050.8,65086.8,64900.0,65022.2,1230.35
1782142200000,65022.2,65098.4,64986.9,65034.5,991.978
1782143100000,65034.5,65048.8,64722.2,64808.0,2741.889
1782144000000,64808.0,64835.6,64625.1,64705.6,3115.956
1782144900000,64705.7,64766.9,64590.0,64661.4,1891.376
1782145800000,64661.5,64669.8,64515.3,64555.1,1571.257
1782146700000,64555.1,64779.2,64481.0,64695.7,2142.412
1782147600000,64695.8,64746.4,64600.0,64652.9,744.964
1782148500000,64653.0,64676.3,64501.5,64504.6,847.272
1782149400000,64504.5,64504.5,64355.0,64399.9,2429.403
1782150300000,64400.0,64624.7,64400.0,64580.6,1276.69
1782151200000,64580.6,64708.0,64580.5,64650.0,984.198
1782152100000,64650.1,64697.4,64548.3,64578.2,788.571
1782153000000,64578.2,64600.0,64469.2,64491.1,737.566
1782153900000,64491.1,64500.0,64249.6,64312.9,2964.396
1782154800000,64312.9,64396.8,64278.4,64382.7,1392.272
1782155700000,64382.7,64413.3,64263.0,64323.7,1244.166
1782156600000,64323.7,64426.9,64320.3,64374.6,609.806
1782157500000,64374.6,64475.8,64240.0,64447.9,1416.58
1782158400000,64450.6,64637.1,64439.8,64496.2,2080.965
1782159300000,64496.2,64519.1,64326.0,64382.5,602.791
1782160200000,64382.5,64474.6,64371.1,64457.4,604.144
1782161100000,64457.4,64457.4,64364.4,64409.8,346.407
1782162000000,64409.8,64461.0,64309.2,64371.8,483.93
1782162900000,64371.8,64371.9,64220.0,64273.0,665.794
1782163800000,64272.9,64304.4,64112.1,64155.6,1480.843
1782164700000,64155.6,64291.0,64139.3,64291.0,457.468
1782165600000,64291.0,64370.8,64233.5,64273.7,656.077
1782166500000,64273.7,64285.2,63863.0,64007.0,2737.168
1782167400000,64006.9,64115.0,63758.3,63817.4,2815.617
1782168300000,63817.4,63976.8,63800.1,63948.4,1336.571
1782169200000,63948.5,63989.4,63864.7,63910.8,1220.457
1782170100000,63910.8,64030.7,63843.8,64012.1,1009.893
1782171000000,64012.1,64012.1,63921.9,63959.0,632.87
1782171900000,63959.0,64019.4,63919.5,63990.2,501.537
1782172800000,63990.1,64005.9,63862.7,63931.0,880.469
1782173700000,63931.1,63981.2,63803.2,63831.2,791.828
